source_language,dest_language,source_text,dest_text
eng,pam,"'The Lord said to my Lord,""Sit at my right hand,until I put your enemies under your feet"" '?","Ngana ning Ginu king kakung Ginu:Lukluk ka king banda kung wanan,anggang e ku la lubus apasukuan keka ding kekang kalaban."
eng,tao,"'The Lord said to my Lord,""Sit at my right hand,until I put your enemies under your feet"" '?",'Maniring si Ama ta do to do Panirsirngen ko am: Amlisna ka do wanan ko mangay si balinasen ko sira o macioya jimo a tao.'
eng,tgl,"'The Lord said to my Lord,""Sit at my right hand,until I put your enemies under your feet"" '?","Sinabi ng Panginoon sa aking Panginoon, Maupo ka sa aking kanan, Hanggang sa ilagay ko ang iyong mga kaaway sa ilalim ng iyong mga paa?"
eng,pag,"""If David thus calls him Lord, how can he be his son?""","No si David a dili et tinawag to na 'Katawan' so Cristo, panoy pangibaga yon sikatoy kabyangay boleg nen David?"""
eng,pam,"""If David thus calls him Lord, how can he be his son?""","Ngeni, nung i David mismu ausan neng Ginu, makananu neng malyaring anak kanita?"
eng,tao,"""If David thus calls him Lord, how can he be his son?""","No ipanci ni Tawey a Panirsirngen am ikongo o peysivovoongan na so Misayya ni Tawey."""
eng,tgl,"""If David thus calls him Lord, how can he be his son?""","Kung tinatawag nga siya ni David na Panginoon, paanong siya'y kaniyang anak?"
eng,pag,"No one was able to give him an answer, nor from that day did anyone dare to ask him any more questions.","Anggapoy anggan sakey ya akaebat ed kinen Jesus. Kanyan nanlapud saman ya agew, anggapo lay makakpel a mantepet ed sikato."
eng,pam,"No one was able to give him an answer, nor from that day did anyone dare to ask him any more questions.","Agyang metung mung amanu alang mekapakibat kang Jesus, at manibat na ketang aldong ita ala nang mengangas pang mangutang kang Jesus."
eng,tao,"No one was able to give him an answer, nor from that day did anyone dare to ask him any more questions.",Abo o asa ka tao a makateneng do ciring ni Yeso a pasapan. Nimacipinda no kanang o kaji da rana makadketan ji Yeso a pacicin.
eng,tgl,"No one was able to give him an answer, nor from that day did anyone dare to ask him any more questions.","At wala sinomang nakasagot sa kaniya ng isang salita, ni wala sinomang nangahas buhat sa araw na yaon na tumanong pa sa kaniya ng anomang mga tanong."
eng,pag,"Then Jesus said to the crowds and to his disciples,","Inkuanen Jesus ed saray totoo tan saray disipulo to,"
eng,pam,"Then Jesus said to the crowds and to his disciples,","Kaybat na nita, inarapan na lang Jesus ding dakal a tau ampon ding alagad na at ngana karela,"
eng,tao,"Then Jesus said to the crowds and to his disciples,","Maniring si Yeso do aro a tao a kano macinanao jya am,"
eng,tgl,"Then Jesus said to the crowds and to his disciples,","Nang magkagayo'y nagsalita si Jesus sa mga karamihan at sa kaniyang mga alagad,"
eng,pag,"""The scribes and the Pharisees sit on Moses's seat;","""Naitdan iray Pariseo tan saray iskriba na pakayarin mangipatalus na Ganggan nen Moises."
eng,pam,"""The scribes and the Pharisees sit on Moses's seat;",Ding talaturu ning Kautusan at Pariseo ila ding mirinan upaya ban palino king Kautusan nang Moises.
eng,tao,"""The scribes and the Pharisees sit on Moses's seat;","""Sira rana mangnanao no iwawalam ni Ama ta do to a kano tao a macyagom do Vadisay am manoyong ori a vazay da a yamangnanao so iwawalam ni Ama ta do to a nitaid na ji Moyse."
eng,tgl,"""The scribes and the Pharisees sit on Moses's seat;","Na nagsasabi, Nagsisiupo ang mga eskriba at mga Fariseo sa luklukan ni Moises."
eng,pag,"therefore, do whatever they teach you and follow it, but do not do as they do, for they do not practice what they teach.","Kanyan tombuk tan sumpal yo ray amin ya ibabaga ran gawaen yo. Balet ag yo aaligen so gagawaen da, ta ag da lamlamang susumpaley ibabangat da."
eng,pam,"therefore, do whatever they teach you and follow it, but do not do as they do, for they do not practice what they teach.","Inya pamintuan yu at tukian ing nanumang yuyutus da kekayu, oneng e yu la pakiapusan king daraptan da, uling e ra tutuparan ing ipanaral da."
eng,tao,"therefore, do whatever they teach you and follow it, but do not do as they do, for they do not practice what they teach.",Inyo rana am amizngen nyo o nanao da. Am ji nyo ngapa o icicirawat da. Ta sira rana am o ciring da yajyapsa a yada ji peyvazaya.
eng,tgl,"therefore, do whatever they teach you and follow it, but do not do as they do, for they do not practice what they teach.","Lahat nga ng mga bagay na sa inyo'y kanilang ipagutos, ay gawin ninyo at ganapin: datapuwa't huwag kayong magsigawa ng alinsunod sa kanilang mga gawa; sapagka't kanilang sinasabi, at hindi ginagawa."
eng,pag,"They tie up heavy burdens, hard to bear, and lay them on the shoulders of others, but they themselves are unwilling to lift a finger to move them.","Manggagawa ray ambelat a sasakbaten ya ipapasakbat dad arum a totoo, balet ag da labay ya igalaw so anggan tamoro ra diad pangiba ra."
eng,pam,"They tie up heavy burdens, hard to bear, and lay them on the shoulders of others, but they themselves are unwilling to lift a finger to move them.","Manaptas lang mangabayat a karga at papusan da karing tau, kabang ila naman agyang metung mu man karing taliri da e re kikimut ban saupan da lang magkarga kareti."
eng,tao,"They tie up heavy burdens, hard to bear, and lay them on the shoulders of others, but they themselves are unwilling to lift a finger to move them.",Sira rana am da nanawen sira o tao a mahap so tey masalit a nanao ni Moyse. Am sira am da ji mangozai.
eng,tgl,"They tie up heavy burdens, hard to bear, and lay them on the shoulders of others, but they themselves are unwilling to lift a finger to move them.","Oo, sila'y nangagbibigkis ng mabibigat na pasan at mahihirap na dalhin, at ipinapasan nila sa mga balikat ng mga tao; datapuwa't ayaw man lamang nilang kilusin ng kanilang daliri."
eng,pag,"They do all their deeds to be seen by others, for they make their phylacteries broad and their fringes long.",Labay da labat ya ipanengneng ed saray totoo iray amin a gagawaen da. Nengneng yoy kakabaleg na pilaktiria a pangiinan day bersikuloy Masanton Sulat ed muling da! Nengneng yo met so ontan lan karokey na palagaygay na kawes da!
eng,pam,"They do all their deeds to be seen by others, for they make their phylacteries broad and their fringes long.",Pakitang-tau mu ing sablang dapat da. Alben yu nung nu la pangalapad ding karelang pilakteria at pakakabakaba da la borlas ding karelang balabal.
eng,tao,"They do all their deeds to be seen by others, for they make their phylacteries broad and their fringes long.",O yamakakaday a vazay da am yamamimin a yada ipacita do tao. Pangain da do kataotao da o akmey kavangan a adketan no ciring do Seysyo. Da kangednged do aywayob da yapadketan so azwazong na.
eng,tgl,"They do all their deeds to be seen by others, for they make their phylacteries broad and their fringes long.","Datapuwa't ginagawa nila ang lahat ng kanilang mga gawa upang mangakita ng mga tao: sapagka't nangagpapalapad sila ng kanilang mga pilakteria, at nangagpapalapad ng mga laylayan ng kanilang mga damit,"
eng,pag,They love to have the place of honor at banquets and the best seats in the synagogues,Labalabay day sankamaungan iran pasen diad saray ponsia tan saray yorungay kagalangan diad sinagoga.
eng,pam,They love to have the place of honor at banquets and the best seats in the synagogues,Maburi lang tutung lulukluk karing kabisera neng makipamiesta la at karing piling luklukan karing sinagoga;
eng,tao,They love to have the place of honor at banquets and the best seats in the synagogues,No macyakakan sira am amlisna sira do pamanongan na. No somdep sira do peyneynozyan am mangay sira amlisna do lilisnan no meynakem a tao.
eng,tgl,They love to have the place of honor at banquets and the best seats in the synagogues,"At iniibig ang mga pangulong dako sa mga pigingan, at ang mga pangulong luklukan sa mga sinagoga,"
eng,pag,and to be greeted with respect in the marketplaces and to have people call them rabbi.,Labalabay day paigalang ed publiko tan patawag na 'Maistro.'
eng,pam,and to be greeted with respect in the marketplaces and to have people call them rabbi.,tutu rang buri ing pupugayan da la karing palengki at ausan da lang Maestro.
eng,tao,and to be greeted with respect in the marketplaces and to have people call them rabbi.,Ikakza da o kararalay da nira no tao do karwarwan no tao. Ikakza da o kapanci da nira a mangnanao.
eng,tgl,and to be greeted with respect in the marketplaces and to have people call them rabbi.,"At pagpugayan sa mga pamilihan, at ang sila'y tawagin ng mga tao, Rabi."
eng,pag,"But you are not to be called rabbi, for you have one teacher, and you are all brothers and sisters.","Sikayo, balet, ag kayo patatawag na 'Maistro,' ta saksakey so Maistro yo tan sanaagi kayon amin."
eng,pam,"But you are not to be called rabbi, for you have one teacher, and you are all brothers and sisters.","Oneng ikayu e kayu payaus Maestro, uling mikakapatad kayu ngan at metung kayu mu Maestro."
eng,tao,"But you are not to be called rabbi, for you have one teacher, and you are all brothers and sisters.",Am ji nyo akzan o kapanci da ninyo a mangnanao. Ta sira rana kadwan jinyo am akma nyoy kakteh do cinai sira. Yasa saon o yamanoyong a Sinsi nyo am.
eng,tgl,"But you are not to be called rabbi, for you have one teacher, and you are all brothers and sisters.","Datapuwa't kayo'y huwag patawag na Rabi: sapagka't iisa ang inyong guro, at kayong lahat ay magkakapatid."
eng,pag,"And call no one your father on earth, for you have one Father, the one in heaven.","Tan nepeg ya ag yo tatawagen so siopaman a too na 'Ama' diad dalin, ta saksakey so Ama yon walad tawen."
eng,pam,"And call no one your father on earth, for you have one Father, the one in heaven.","E ye ausan Tata ing ninuman keti king yatu, anti na ning atin kayung metung mung Tata a atyu banua"
eng,tao,"And call no one your father on earth, for you have one Father, the one in heaven.","Ji nyo mancyan o tao do karawan a ama nyo, ta yasa o Ama nyo a Tao do to."
eng,tgl,"And call no one your father on earth, for you have one Father, the one in heaven.","At huwag ninyong tawaging inyong ama ang sinomang tao sa lupa: sapagka't iisa ang inyong ama, sa makatuwid baga'y siya na nasa langit."
eng,pag,"Nor are you to be called instructors, for you have one instructor, the Messiah.","Ag kayo met patatawag na 'Pangulo,' ta saksakey so Pangulo yo a si Cristo."
eng,pam,"Nor are you to be called instructors, for you have one instructor, the Messiah.","ni e kayu payaus Talaturu, uling atin kayung metung mung Talaturu at ya ing Cristo."
eng,tao,"Nor are you to be called instructors, for you have one instructor, the Messiah.","Malas o kapanci da ninyo a panirsirngen, ta si Kizisto o meyngongyod a Panirsirngen nyo."
eng,tgl,"Nor are you to be called instructors, for you have one instructor, the Messiah.","Ni huwag kayong patawag na mga panginoon; sapagka't iisa ang inyong panginoon, sa makatuwid baga'y ang Cristo."
eng,pag,The greatest among you will be your servant.,Say manonad sikayo nakaukolan a manlingkur ed sikayo.
eng,pam,The greatest among you will be your servant.,Ing pekamarangal kekayu ya ing maging talasuyu yu.
eng,tao,The greatest among you will be your servant.,No si myan jinyo so ney rakeh na am inarahen na o kakma ney lamlamsoy a omilamnay jinyo.
eng,tgl,The greatest among you will be your servant.,Datapuwa't ang pinakadakila sa inyo ay magiging lingkod ninyo.
eng,pag,"All who exalt themselves will be humbled, and all who humble themselves will be exalted.","Say toon mampaatagey ed laman ton dili, napaabeba; say toon mampaabeba, napaatagey."""
eng,pam,"All who exalt themselves will be humbled, and all who humble themselves will be exalted.","Mibaba ya ing ninumang mitatas king sarili na, at mitas ya ing ninumang mibababa king sarili na."
eng,tao,"All who exalt themselves will be humbled, and all who humble themselves will be exalted.",Pavevehen na ni Ama ta do to o mapahama so nakem a tao a kakatkat na sira so ji makazyazyak a tao.
eng,tgl,"All who exalt themselves will be humbled, and all who humble themselves will be exalted.",At sinomang nagmamataas ay mabababa; at sinomang nagpapakababa ay matataas.
eng,pag,"""But woe to you, scribes and Pharisees, hypocrites! For you lock people out of the kingdom of heaven. For you do not go in yourselves, and when others are going in you stop them.","""Pakaskasi ki la, sikayon iskriba tan sikayon Pariseo! Mansimpisimpitan a totoo! Ikakaput yoy puirtay Panarian na tawen pian ag makaloob iray totoo. Anta ag yo la labay so onloob ed Panariay tawen, pibabali yo nin sesebelan iray totoon malabay!"
eng,pam,"""But woe to you, scribes and Pharisees, hypocrites! For you lock people out of the kingdom of heaven. For you do not go in yourselves, and when others are going in you stop them.","Makalunus na kayo, ikayung talaturu ning Kautusan at Pariseo! Hipokrita! Sasara ye ing pasbul ning Kayarian ning Banua karing tau. E na kayu bisang lungub, makanyan man sasabatan yu la pa ding taung bisang lungub! ["
eng,tao,"""But woe to you, scribes and Pharisees, hypocrites! For you lock people out of the kingdom of heaven. For you do not go in yourselves, and when others are going in you stop them.","""Inyo rana yatanwasiwasi a yamangnanao no iwawalam ni Ama ta do to a kano tao a macyagom do Vadisay am to kamo makasi. Ta inyo rana am nyo taywen o oyowyat ni Ama ta do to do tangain no tao. Nyo ji mya o kataotao nyo a macikaop do italamozong ni Ama ta do to. Akman sang o tao a nyo ji mya a yamacikaop do italamozong ni Ama ta do to."
eng,tgl,"""But woe to you, scribes and Pharisees, hypocrites! For you lock people out of the kingdom of heaven. For you do not go in yourselves, and when others are going in you stop them.","Datapuwa't sa aba ninyo, mga eskriba at mga Fariseo, mga mapagpaimbabaw! sapagka't sinasarhan ninyo ang kaharian ng langit laban sa mga tao: sapagka't kayo'y hindi na nagsisipasok, at ang nagsisipasok man ay ayaw ninyong bayaang mangakapasok."
eng,pag,"Woe to you, scribes and Pharisees, hypocrites! For you cross sea and land to make a single convert, and you make the new convert twice as much a child of hell as yourselves.","""Pakaskasi ki la, sikayon iskriba tan sikayon Pariseo! Mansimpisimpitan a totoo! Babaliwen yo ray dayat tan bebeltangen yo ray bansa pian naayat yo labat so sakey a Hintil ed pananisia yon Judio. Balet no naayat yo la, doblien yoy kanepegan ton onlad impirno, a singa sikayo met!"
eng,pam,"Woe to you, scribes and Pharisees, hypocrites! For you cross sea and land to make a single convert, and you make the new convert twice as much a child of hell as yourselves.","Makalunus na kayo, ikayung talaturu ning Kautusan at Pariseo! Hipokrita! Daralakitan ye ing dagat at babaltangan ye ing mamala ba kayung makakonberti agyang metung mu mang paganu; oneng potang ikua yu ne, gagawan yeng dobli pang dagdag kaparusan king impierno antimo ikayu!"
eng,tao,"Woe to you, scribes and Pharisees, hypocrites! For you cross sea and land to make a single convert, and you make the new convert twice as much a child of hell as yourselves.",Inyo rana yamangnanao no iwawalam ni Ama ta do to a kano tao a macyagom do Vadisay am to kamo makasi. Ta inyo rana am kamo amlivolivon do peycyavanovanwan na yamapanod so tao. No sira omanod rana am nyo abwangen sira yaominara jinyo. So da ikaraherahet pa ka ninyo. So ikaraherahet da pa ioya na ni Ama ta do to.
eng,tgl,"Woe to you, scribes and Pharisees, hypocrites! For you cross sea and land to make a single convert, and you make the new convert twice as much a child of hell as yourselves.","Sa aba ninyo, mga eskriba at mga Fariseo, mga mapagpaimbabaw! sapagka't inyong nililibot ang dagat at ang lupa sa paghanap ng isa ninyong makakampi; at kung siya'y magkagayon na, ay inyong ginagawa siyang makaibayo pang anak ng impierno kay sa inyong sarili."
eng,pag,"""Woe to you, blind guides who say, 'Whoever swears by the sanctuary is bound by nothing, but whoever swears by the gold of the sanctuary is bound by the oath.'","""Pakaskasi ki la, sikayo ran bulag a manangiwanwan! Ibabangat yo, 'No say Timplo so pansambaay sakey a too, ag nakaukolan a sumpalen to. Balet no say balituk ed Timplo so pansambaan to, nakaukolan a sumpalen to!'"
eng,pam,"""Woe to you, blind guides who say, 'Whoever swears by the sanctuary is bound by nothing, but whoever swears by the gold of the sanctuary is bound by the oath.'","Makalunus na kayo, ikayung talaturu ning Kautusan at Pariseo! Bulag a talataid! Tuturu yu, Nung ing ninuman susumpa ya king Templo alang ulaga ing sumpa na. Nung king gintu na ning Templo karin ya sumpa, matibe ing sumpa na."
eng,tao,"""Woe to you, blind guides who say, 'Whoever swears by the sanctuary is bound by nothing, but whoever swears by the gold of the sanctuary is bound by the oath.'","""Inyo rana yakmey mavota tao a yatomirara so tao am to kamo makasi. No kamo maniring am, 'No amyan so tao a macipeyyeyyan so nakem do rako a panaralayan am jyanoyong o akman sang. Am no si pagazen da do vowawan a yamyan do panaralayan am pangononongan da o ciring da.'"
eng,tgl,"""Woe to you, blind guides who say, 'Whoever swears by the sanctuary is bound by nothing, but whoever swears by the gold of the sanctuary is bound by the oath.'","Sa aba ninyo, kayong mga tagaakay na bulag, na inyong sinasabi, Kung ipanumpa ninoman ang templo, ay walang anoman; datapuwa't kung ipanumpa ninoman ang ginto ng templo, ay nagkakautang nga siya."
eng,pag,"You blind fools! For which is greater, the gold or the sanctuary that has made the gold sacred?","Bubulag, anggapoy kalakal a totoo! Antoy lalon manona, say balituk o say Timplo a mamapasantod balituk?"
eng,pam,"You blind fools! For which is greater, the gold or the sanctuary that has made the gold sacred?",Bulag at mangmang! Isanu ing lalung maulaga: ing gintu o ing Templo a makapagbanal king gintu?
eng,tao,"You blind fools! For which is greater, the gold or the sanctuary that has made the gold sacred?","Inyo rana yakmey mavota tao am manngwa, yamakdekdeng o vowawan an? No yamakdekdeng o rako a panaralayan a yanan no vowawan."
eng,tgl,"You blind fools! For which is greater, the gold or the sanctuary that has made the gold sacred?","Kayong mga mangmang at mga bulag: sapagka't alin baga ang lalong dakila, ang ginto, o ang templong bumabanal sa ginto?"
eng,pag,"And you say, 'Whoever swears by the altar is bound by nothing, but whoever swears by the gift that is on the altar is bound by the oath.'","Ibabangat yo ni, 'No say altar so pansambaay sakey a too, ag nakaukolan a sumpalen to. Balet no say bagat ed altar so pansambaan to, nakaukolan a sumpalen to.'"
eng,pam,"And you say, 'Whoever swears by the altar is bound by nothing, but whoever swears by the gift that is on the altar is bound by the oath.'","Sasabian yu pa, Nung ing ninuman susumpa ya king altar, ita alang ulaga, nung king ain a atyu babo ning altar karin ya sumpa, sukat nang tuparan ing sumpa na!"
eng,tao,"And you say, 'Whoever swears by the altar is bound by nothing, but whoever swears by the gift that is on the altar is bound by the oath.'","No kamo maniring pa am, 'No amyan so tao a macipeyyeyyan so nakem do patanatanangan so nakem ji Ama ta do to am jyanoyong o akman sang. Am no si pagazen da o ciring da do akma dey nakem ori a makakaday am pangononongan da o akman sang.'"
eng,tgl,"And you say, 'Whoever swears by the altar is bound by nothing, but whoever swears by the gift that is on the altar is bound by the oath.'","At, kung ipanumpa ninoman ang dambana, ay walang anoman; datapuwa't kung ipanumpa ninoman ang handog na nasa ibabaw nito, ay nagkakautang nga siya."
eng,pag,"How blind you are! For which is greater, the gift or the altar that makes the gift sacred?","Agaylay inkabulag yo! Antoy manona, say imbagat o say altar a mamapasantod imbagat?"
eng,pam,"How blind you are! For which is greater, the gift or the altar that makes the gift sacred?",Bulag kayu pin! Isanu ing lalung maulaga: ing ain o ing altar a makapagbanal king ain?
eng,tao,"How blind you are! For which is greater, the gift or the altar that makes the gift sacred?","Inyo rana yakmey mavota tao am manngwa, yamakdekdeng o nakem nyo ori an? Ano yamakdekdeng o nyo pangayan so akma nyoy nakem si Ama ta do to."
eng,tgl,"How blind you are! For which is greater, the gift or the altar that makes the gift sacred?","Kayong mga bulag: sapagka't alin baga ang lalong dakila, ang handog, o ang dambana na bumabanal sa handog?"
eng,pag,"So whoever swears by the altar swears by it and by everything on it,","No ontan sirin, no say altar so pansambaan na sakey a too, say altar so talagan pansambaan to tan amin a wadman ed tapew na altar."
eng,pam,"So whoever swears by the altar swears by it and by everything on it,","Inya ing taung susumpa king altar, susumpa ya king altar at king ain a atyu babo ning altar."
eng,tao,"So whoever swears by the altar swears by it and by everything on it,","Am ori an, no myan so macipeyyeyyan so nakem a tao a kapagaz da so ciring da do patanatanangan so nakem ji Ama ta do to am akmey to da pazanoda o makakaday a nipatanang da ji Ama ta do to."
eng,tgl,"So whoever swears by the altar swears by it and by everything on it,","Kaya't ang nanunumpa sa pamamagitan ng dambana, ay ipinanunumpa ito, at ang lahat ng mga bagay na nangasa ibabaw nito."
eng,pag,"and whoever swears by the sanctuary swears by it and by the one who dwells in it,","No say Timplo so pansambaan na sakey a too, say Timplo tan say Dios a manaayam diman so talagan pansambaan to."
eng,pam,"and whoever swears by the sanctuary swears by it and by the one who dwells in it,","Nung ing metung a tau susumpa ya king Templo, susumpa ya king Templo at king Dios a manuknangan king Templo."
eng,tao,"and whoever swears by the sanctuary swears by it and by the one who dwells in it,",No myan so macipeyyeyyan so nakem a tao a da pagazen do rako a panaralayan am akmey to da pazagoma si Ama ta do to.
eng,tgl,"and whoever swears by the sanctuary swears by it and by the one who dwells in it,","At ang nanunumpa sa pamamagitan ng templo, ay ipinanumpa ito, at yaong tumatahan sa loob nito."
eng,pag,and whoever swears by heaven swears by the throne of God and by the one who is seated upon it.,"Ontan met, no say tawen so pansambaan na sakey a too, say tronoy Dios tan say akayorung diman so talagan pansambaan to."
eng,pam,and whoever swears by heaven swears by the throne of God and by the one who is seated upon it.,"At nung ing metung a tau susumpa ya king banua, susumpa ya king luklukan ning Dios at king makalukluk karin."
eng,tao,and whoever swears by heaven swears by the throne of God and by the one who is seated upon it.,"Akman sang, ta no myan so macipeyyeyyan so nakem a tao a kapagaz da sya do teyngato am akmey to da pazagoma o amyan do teyngato a Tao do to."
eng,tgl,and whoever swears by heaven swears by the throne of God and by the one who is seated upon it.,"Ang nanunumpa sa pamamagitan ng langit, ay ipinanumpa ang luklukan ng Dios, at yaong nakaluklok doon."
eng,pag,"""Woe to you, scribes and Pharisees, hypocrites! For you tithe mint, dill, and cumin and have neglected the weightier matters of the law: justice and mercy and faith. It is these you ought to have practiced without neglecting the others.","""Pakaskasi ki la, sikayon iskriba tan sikayon Pariseo! Mansimpisimpitan a totoo! Iiter yoy kakaplo na anggan saray rikado a singa say yirbabuina, anis, tan kumino, balet ag yo susumpalen iray lalon ambelat ya ibabagay Ganggan a singa say katonungan, say panangasi, tan say inkamatoor. Nepeg yo ra yan sumpalen, balet ag yo met papaolyan iray arum a ganggan."
eng,pam,"""Woe to you, scribes and Pharisees, hypocrites! For you tithe mint, dill, and cumin and have neglected the weightier matters of the law: justice and mercy and faith. It is these you ought to have practiced without neglecting the others.","Makalunus na kayo, ikayung talaturu ning Kautusan at Pariseo! Hipokrita! Babie kayung kapulung parti pati na karing kekayung paniangkap, antimo ing paminta, anis at komino, oneng pabaya na kayu man karing lalung maulagang bage a tuturu na ning Kautusan, antimo ing hustisia, ing lunus at ing katapatan. Ila deti ring sukat yung tuparan kayabe ning pamagasikasu yu tungkul karing aliwang bage."
eng,tao,"""Woe to you, scribes and Pharisees, hypocrites! For you tithe mint, dill, and cumin and have neglected the weightier matters of the law: justice and mercy and faith. It is these you ought to have practiced without neglecting the others.","""Inyo rana yatanwasiwasi a yamangnanao no iwawalam ni Ama ta do to a kano tao a macyagom do Vadisay am to kamo makasi. Tana mapasina kamo so ipeykingking nyo ji Ama ta do to so meykamadadayan a monganay jinyo am yanyo to nazibwan o yamanoyong a yamakdeng a nanao ni Ama ta do to a ji mapeycyakaban a kano pangangasyan a kano ji mangalalas. Ahapen nyo o akman sang a nanao, ta yamakekdeng ori a nanao. Akman sang o karwan na, ta ji nyo ngolala."
eng,tgl,"""Woe to you, scribes and Pharisees, hypocrites! For you tithe mint, dill, and cumin and have neglected the weightier matters of the law: justice and mercy and faith. It is these you ought to have practiced without neglecting the others.","Sa aba ninyo, mga eskriba at mga Fariseo, mga mapagpaimbabaw! sapagka't nangagbibigay kayo ng sa ikapu ng yerbabuena, at ng anis at ng komino, at inyong pinababayaang di ginagawa ang lalong mahahalagang bagay ng kautusan, na dili iba't ang katarungan, at ang pagkahabag, at ang pananampalataya: datapuwa't dapat sana ninyong gawin ang mga ito, at huwag pabayaang di gawin yaong iba."
eng,pag,You blind guides! You strain out a gnat but swallow a camel!,"Bubulag a manangiwanwan! Sasapiten yoy apangat ed iinomen yo, balet aakmunen yoy kamilyo!"
eng,pam,You blind guides! You strain out a gnat but swallow a camel!,"Bulag kayung talataid! Sasalakan ye ing ayup-ayupan king kekayung inuman, oneng iyakmul yu ne man ing kamelyu!"
eng,tao,You blind guides! You strain out a gnat but swallow a camel!,Inyo rana yakmey mavota a yatomirara so tao am nyo katenngan a peyvazain o todalapit a iwawalam ni Moyse. Am o ney makdeng na am nyo jyatenngi. Am ori o nyo ji peyvazai sya.
eng,tgl,You blind guides! You strain out a gnat but swallow a camel!,"Kayong mga tagaakay na bulag na inyong sinasala ang lamok, at nilulunok ninyo ang kamelyo!"
eng,pag,"""Woe to you, scribes and Pharisees, hypocrites! For you clean the outside of the cup and of the plate, but inside they are full of greed and self-indulgence.","""Pakaskasi ki la, sikayon iskriba tan sikayon Pariseo! Mansimpisimpitan a totoo! Lilinisan yoy paway na tasa tan plato yo, balet napnoy dotak so dalem da ra ya, lapud inkaagum tan inkasiblet."
eng,pam,"""Woe to you, scribes and Pharisees, hypocrites! For you clean the outside of the cup and of the plate, but inside they are full of greed and self-indulgence.","Makalunus na kayo, ikayung talaturu ning Kautusan at Pariseo! Hipokrita! Pakalinis-linis yu la lual ding kekayung piinuman at pipanganan kabang kilub mitmu la karing bage ikua yu king kapanakawan at kasakiman."
eng,tao,"""Woe to you, scribes and Pharisees, hypocrites! For you clean the outside of the cup and of the plate, but inside they are full of greed and self-indulgence.","""Inyo rana yatanwasiwasi a yamangnanao no iwawalam ni Ama ta do to a kano tao a macyagom do Vadisay am to kamo makasi. Inyo rana am nyo ji peylolita o kakanan nyo. Am onowned nyo am yamapno no yamakakaday a nyo peyraratenan."
eng,tgl,"""Woe to you, scribes and Pharisees, hypocrites! For you clean the outside of the cup and of the plate, but inside they are full of greed and self-indulgence.","Sa aba ninyo, mga eskriba at mga Fariseo, mga mapagpapaimbabaw! sapagka't inyong nililinis ang labas ng saro at ng pinggan, datapuwa't sa loob ay puno sila ng panglulupig at katakawan."
eng,pag,"You blind Pharisee! First clean the inside of the cup and of the plate, so that the outside also may become clean.","Bulag a Pariseo! Linisan mon onaay dalem na tasa tan plato, et nalinisan met lad satan so paway da!"
eng,pam,"You blind Pharisee! First clean the inside of the cup and of the plate, so that the outside also may become clean.",Bulag a Pariseo! Linisan me pa mu kilub ding piinuman at pipanganan ban luminis la naman king lual.
eng,tao,"You blind Pharisee! First clean the inside of the cup and of the plate, so that the outside also may become clean.",Inyo rana yakmey mavota tao a macyagom do Vadisay am apyapya pa o kayavayo nyo so onowned nyo. Ta ori o ikapiya na rana no icicirawat nyo.
eng,tgl,"You blind Pharisee! First clean the inside of the cup and of the plate, so that the outside also may become clean.","Ikaw bulag na Fariseo, linisin mo muna ang loob ng saro at ng pinggan, upang luminis naman ang kaniyang labas."
eng,pag,"""Woe to you, scribes and Pharisees, hypocrites! For you are like whitewashed tombs, which on the outside look beautiful but inside are full of the bones of the dead and of all kinds of uncleanness.","""Pakaskasi ki la, sikayon iskriba tan sikayon Pariseo! Mansimpisimpitan a totoo! Singa kayo saray pantion a pinintaay ampoti; marakerakep a tuad paway, balet diad dalem napno ray pokepokel na inaatey tan amin a karotakan."
eng,pam,"""Woe to you, scribes and Pharisees, hypocrites! For you are like whitewashed tombs, which on the outside look beautiful but inside are full of the bones of the dead and of all kinds of uncleanness.","Makalunus na kayo, ikayung talaturu ning Kautusan at Pariseo! Hipokrita! Mengari kayu karing pantiun a pininturan maputi a masanting akakit kilual, oneng kilub mitmu la king sablang dinat at karing butul da ring mete."
eng,tao,"""Woe to you, scribes and Pharisees, hypocrites! For you are like whitewashed tombs, which on the outside look beautiful but inside are full of the bones of the dead and of all kinds of uncleanness.","""Inyo rana yatanwasiwasi a yamangnanao no iwawalam ni Ama ta do to a kano tao a macyagom do Vadisay am to kamo makasi. Ta inyo rana am kamo akmey niwadwadan a heseb no tao a yarana mawadwad, apiya do mata. Am o teyrahem na am kasongisongyan no totowang no nimawakwak a tao."
eng,tgl,"""Woe to you, scribes and Pharisees, hypocrites! For you are like whitewashed tombs, which on the outside look beautiful but inside are full of the bones of the dead and of all kinds of uncleanness.","Sa aba ninyo, mga eskriba at mga Fariseo, mga mapagpaimbabaw! sapagka't tulad kayo sa mga libingang pinaputi, na may anyong maganda sa labas, datapuwa't sa loob ay puno ng mga buto ng mga patay na tao, at ng lahat na karumaldumal."
eng,pag,"So you also on the outside look righteous to others, but inside you are full of hypocrisy and lawlessness.","Ontan met, maumaung kayo diad pakanengneng na saray totoo, balet diad tuay tua, napno kayoy pansimpisimpitan tan kaogsan."""
eng,pam,"So you also on the outside look righteous to others, but inside you are full of hypocrisy and lawlessness.","Makanyan kayung mayayakit karing sablang tau. King akakit ding tau balamu nung nu na kayu anti pangayap, oneng kilub mitmu kayung pamagkunwari at kasalanan."
